id,titulo,fragmento_id,texto_fragmento,cluster,x,y
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,37,"de esos correos que son tan absurdos que yo le apuesto 0 % de probabilidad de respuesta, terminan respondiendo. Y yo digo, ¿qué carajos? Y eso me ha llevado a estar en situaciones muy random. En mis 20 años, ¿cierto? Entonces, la mayoría de personas que escucha este podcast tiene nuestra edad. Así que yo siento que a veces hay que ser un poquito bruto pero decidido. Porque los brutos pero decididos llegan más lejos que los que sienten que tienen que estar así perfectos y súper preparados para lo que vayan a hacer. No, hombre, va a llegar primero un bruto pero decidido que va a armar el avión en el aire. Yo les voy a ayudar más que los brutos pero decididos. el tema de las redes sociales, yo empecé en TikTok, o sea, además fui a saber, entonces yo no, me levanté y me comí un huevo,",6,-4.0294194,5.254038
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,38,"o sea, una vaina que yo sé, así como, un día como desarrolladora, y empecé como a entrenar ese músculo, y la gente ya era como, wow, ¿cómo inicio? No sé qué, y yo, ¿en serio? Entonces empiezo yo también como un canal súper importante, las redes sociales, Y además, empieza a pasar que no solo los brutos pero decididos llegan, sino uno ve al man y uno dice, estaba menos preparada, y yo que tengo acá todo, no lo he logrado. Pero, cacaraquio más. ¿Qué huevos conocemos más? ¿Los del avestruz o los de la gallina? Los de la gallina, pero son más nutritivos los otros. ¿Qué pasa? Que la gallina pone huevos y cacarea. Esa es la diferencia. contar todo, hoy me levanté, no sé qué, no sé qué, hoy a nadie le importa, pero en cinco años, cuando vean que esa niña que se levantaba a las",3,-6.155914,5.7933965
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,39,"cinco de la mañana a estudiar y lo subía a TikTok, le pegó a algo, pues miren que sí funciona, entonces empezar a cacarequear, a contar todo eso para que no pase que el que está menos preparado, el que no sé qué, ya lo logró, pero yo ya tengo todo y no lo he hecho, bueno, él se vendió más, envió más correos. o subió más videos, o habló con más personas. Ese es el truco, el secreto de la corona. Y además hay otra cosa que está un poco relacionado a lo que hablamos del cartón, y es que he podido escuchar más de una historia en este podcast, donde el cartón, o sea, cuando llegaron a ese aclamado cartón, cuando iban a buscar un trabajo, Sentían lo contrario. Sentían que les pesaba porque, pucha, yo no soy suficiente para merecer este cartón. Y eso es peor porque",5,-2.1001282,3.968104
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,40,"las expectativas cuando llegan a una empresa van a estar por los cielos. ¿Y qué pasa si ese cartón no me da con esas expectativas que me están pidiendo hoy? Exactamente. A diferencia de si uno se vende como, venga. Esto es lo que yo soy, esto es lo que hay. Vea, yo puedo tener 20 .000 cartones, pero esto es lo que yo sé hacer y ya. Y de hecho, hay una cosa muy divertida que yo he hecho últimamente y es que me di cuenta de que aplicar, por ejemplo, a trabajos como crear de contenido en agencias de podcast o en mismos podcast que yo escucho, me sirve como brújula para saber qué hacer en mi podcast. Y entonces en una de esas... No sabías. Te preguntan como, ¿qué harías si tu podcast...? No sé, me estoy inventando. No tiene tantas visualizaciones. Y no hay, sí. Entonces",5,-1.6250281,4.190086
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,41,"para el podcast. Además, mientras aprende y de pronto se gana un sí, se apunta algo ahí para su proyecto propio. Exactamente. Y me pasó eso mismo en el uso de inteligencia artificial. Hay un podcast que la está rompiendo y que está creciendo de forma muy acelerada. Y estaban buscando... una persona que los ayudara a hacer ciertas cosas de creación, pero con IA. Y yo dije, ja, voy a aplicar. Pasé a todas las entrevistas, al final no me llamaron por la cuestión del tiempo, o eso creo, no lo sé. Ojalá. Ojalá. Pero, me ayudaron a mí, porque, o sea, mientras hacía yo la prueba como técnica, me ayudaron a mí a crear un sistema de inteligencia artificial para mi podcast. Entonces fue como... O sea, golié. Total. Y a mí me pasaba, pues esto, ¿no les digo? O sea, tuve que exprimir a mi profesor y",5,-1.3819376,4.053118
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,42,"decirle, deme todo lo que sepa de proyectos. O sea, tenía que guardarme, al menos para poder saber responder en ese entonces. Y luego uno malea las cosas. Pero más adelante me di cuenta que alguien, y siguiendo con la historia aquí, conectándolo, veo a alguien de la comunidad, para mí, mi Disney, mi Google, mi... El sueño cumplido era trabajar en Platzi. Uno, porque había estudiado ahí y porque como que me sentía muy identificada con la misión de la educación. Entonces dije, bueno, chévere trabajar allá. Vi a alguien que pasó de ser de la comunidad a trabajar allá. Le escribí por Telegram, cuando usábamos Telegram. Dije, hola, ¿cómo estás? ¿Me podrías contar cómo hiciste? Felicitaciones. O sea, si se dan cuenta, esto ha sido así. Desde que la startup, usted qué hace detrás de ese computador. O sea, ser curiosos. ¿Usted cómo lo hizo? ¿Me cuenta? Y",3,-5.6290994,3.621323
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,43,"yo miré, miraré si me gusta, si no me gusta. Entonces el man me dijo como, sí, no, de esta manera, tienes que tener ABC. ¿Me pasas tu LinkedIn para ver? Me dijo como, tienes un muy buen perfil, ¿quieres que te refiera? Y yo, a mí, allá. ¿En serio? Sí. Y yo, bueno, yo estaba muy feliz en la empresa, era muy feliz en Project Manager, pero también era mi sueño y todo el mundo lo sabía, además, cuando les conté, fue como, my God, obvio, o sea. No vamos a discutir contra eso. En una semana. En una semana pasé todas las entrevistas, todo no sé qué. Cuando me di cuenta, dije, marica, ¿cómo renuncio a un trabajo? Y me tocó. Y así fue como llegué al siguiente. Entonces, preguntando, preguntándose, llega. Y teniendo muy claro, quiero llegar, ¿no? ¿Por qué no? Trabajar en Google. Ok. ¿Quieres trabajar",3,-6.998026,4.878665
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,44,"en Google? ¿Haciendo qué? Ah, no, no sé. Porque es que uno puede trabajar en Google limpiando baños. Y si es lo que uno quiere, está bien, porque va a cumplir trabajar en Google. No, no, no, yo no quiero, quiero hacer el podcast de Google, no sé, me estoy imaginando. Ah, bueno, entonces hay que hacer pasos distintos. No es solo a dónde, sino cómo, y siendo tan específica. Bueno, llegué ya ahí en el proceso. Una vez me dijeron, bueno, a partir de ahora es en inglés. Y yo, ok. Y yo esto no lo había preparado. Y no me acordaba cómo decir cohete. para decirlo de la NASA, o sea, es que esto es un tema en todo lado, a mí me lo preguntaron en una entrevista, no, tranquila, explícate, han visto a la gente que va a la luna, va en algo, yo me quiero montar",3,-4.0531225,4.5455413
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,45,"en eso, ir, y todos, rocket, jamás, nunca, no voy a olvidar que esa es la forma en la que se dice, aprendí haciéndolo, cagándola, o sea, frente a los que van a ser mis jefes, que así no pasará, dije, ok, bueno, ya, la próxima vez que me preguntan en inglés, ya sé cómo responder este tipo de cosas. Entonces, de acuerdo que al menos en el camino va uno sumándole cosas a su caja de herramientas. Yo creo que con esta pregunta nos devolvimos un poquitín atrás, pero de nuevo Caro preguntó, venga, ¿en qué momento sentiste que tu edad podría ser una ventaja y no una barrera? Ah, bueno, entonces cambió la edad. Sí, la edad. Bueno, más allá de la historia, creo que uno, para mí no fue nunca un tema que me quitara el sueño, ¿sabes? O sea, yo no era como, hola, soy chiquita,",3,-4.929204,4.0706778
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,46,"por eso no sé nada del mundo, no. ¿Sabes? Como que, hola, soy mujer, como soy mujer me van a tratar, no. O sea, ese montón de sesgos, de cosas. Yo le digo que siempre a la gente, y creo que es porque estudié en un colegio femenino, 12 años. O sea, para mí las niñas hacían educación física, fueran buenas o no fueran buenas. Tocaba hacer la tarea de matemáticas, fueran buenas o no fueran buenas. Entonces yo creo que fue por ahí. O sea, para mí nunca fue como las niñas hacemos esto y los niños hacemos esto. Al contrario. O sea, todas nos tocó todo porque pues esa era la realidad. Ahora con el tema de la edad. Y ahí sí, respondiendo a la otra con el título, con la edad, porque son un montón de sesgos encima. Sí, me he dado cuenta que me toca sobrevenderme.",7,-6.5443773,5.156287
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,47,"O sea, siempre yo llego y, mira, tengo tantos años de experiencia, no sé qué, porque cuando yo hoy, y saltándonos al futuro, al presente, le digo, es que mañana tengo clase. Tú dices, ok, ¿y de qué es tu clase? Entonces, les explico. ¿Y qué te parece? Y yo me quedo pensando. Yo no, pues bien. Entonces en una de esas hablando con alguien, mi papá le dijo, no, es que ella es la profesora en una universidad. Ah, es que era la profe. Entonces de entrada, yo sé que la gente no dice, ella es la líder de la empresa o ella es la profesora de la universidad. Lo van a pensar del otro lado. Entonces más allá de pensar que por no tener título o por tener cierta edad. Sé que sí me toca mostrar un poquito más. O sea, de entrada yo te digo, hola Juan,",3,-6.6055503,3.1770973
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,"por mucho gusto, tengo tantos años de experiencia, me dedico a esto. Y es como, ok, no era lo que estaba pensando, pero buenísimo. Y ahí empieza a cambiar la conversación. Entonces, más un tema de sobrevenderme, ¿sabes? En todos, en Platzi, al contrario, como, pero estás siendo Project Manager, acá vas a gestionar comunidad, segura que quieres. Y yo, sí, sí, es que es mi sueño, yo quiero trabajar acá. Listo, hágale. Entonces, así ha sido. O sea, ha sido un tema más de quién soy y de que mis logros y lo que sé y lo que he hecho con lo que sé hablen más de lo que uno ve y dice, uy, ¿será que sí es la profe? O la que está recibiendo la clase. Entonces, es un tema más de sobrevenderme más que otra cosa. O sea, no me he creído el cuento que... que me",1,-6.7934523,4.2667093
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,49,"toca más difícil o algo así, solo que tengo en consideración que de entrada me toca sobreexplicarme o sobrevenderme. Bueno, y acá esta la conecto con otra pregunta que te mandó Santiago, tu novio. Ya hemos hablado de los momentos de tu historia, pero esta me encantó porque, bueno, Habla de los momentos difíciles y complejos. Hablar de los momentos difíciles y complejos, eso es una parte fundamental para después hablar de los buenos, que hemos hablado de los buenos y bien es cierto, ya has contado bastantes retos. esa experiencia más difícil o desafiante para ti, o experiencias? Bueno, las barreras de entrada, o sea, no sé, de entrada sé que no puedo trabajar directo con el gobierno porque no tengo el cartón, o sea, hay varias puertas que yo sé que no son tan fáciles de entrar, por la naturaleza de las decisiones que he tomado alrededor de",6,-5.9551177,4.754185
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,50,"mi carrera. Retos. Todos. En la primera, entonces, sí, yo soy la líder del proyecto, no sé qué pasa cuando la complejidad técnica supera el conocimiento que ya tengo, pero igual soy la líder del proyecto y necesito guiar al equipo. ¿Qué hago? Entonces, ¿cómo me mantengo constantemente aprendiendo para, en la mayoría de los casos cuando he trabajado, estar a la altura técnica, aunque yo no sea la que esté echando código? Entonces, creo que es uno de los que poco se habla, pero soy muy buena relacionándome, conociendo cuáles son tus motivaciones, pero ya cuando pasa eso, también tengo que hacer un doble trabajo, además de ser buena con las personas, de ser empática de la comunicación, tengo que tener... un conocimiento muy fuerte a nivel técnico, pues porque eso es más allá de lo que va el liderazgo de un equipo. Entonces creo que mantenerme vigente a",6,-6.280343,4.176211
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,51,"nivel técnico ha sido uno de los retos que siempre han sucedido. Siguiendo con la historia, he tenido... Me he topado con líderes muy buenos, increíbles, inspiradores que han confiado en mí, pero también con jefes difíciles, jefes que les ha pesado más. No, pero es que es más chiquita, es más flaquita, es más gordita, es más todo. Uno no le necesita de Europa caerle bien a todos. Dicen que incluso los tacos, aunque son muy ricos, hay gente que tiene su estómago muy débil y no los tacos, aunque todos los sabemos que son para todos. Entonces, sí hay momentos en los equipos y en jefes más que líderes que han sido muy difíciles, más allá de no dar, como no responder a nivel de tareas, de cosas operativas, es un tema yo siento como personal, entonces ha sido bien difícil lidiar con eso, o sea, como no",6,-6.293417,5.0291934
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,52,"pongo de lado a mi jefe y trabajo con él porque igual tenemos que llegar a un punto en común. Ha sido como una de las cosas que más me han retado, porque no es un tema del trabajo, no es un tema de que usted hace mal su trabajo, sino es un tema de, no sé, o sea, de las personalidades, de la forma de trabajar, que no están alineadas. Entonces, incluso a nivel de salud, en algún punto, de los retos que tengo es que somatizo todo. entonces una vez me dio como dolor en la asiática una cosa que solo los adultos mayores no podía caminar literal no podía caminar por mucho estrés en el trabajo soy workaholic entonces también balancear la vida y no solo todo es trabajo y estar respondiendo me ha costado mucho superar y salir de ahí Y aunque pareciera que todo es",1,-5.163623,5.8542504
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,"increíble y ella habla muy segura y muy todo, o sea, los demonios adentro, no, todavía no soy suficiente, todavía no sé tanto, que claro, o sea, yo le estoy contando acá, me vendí increíble, pues por dentro era como, usted no sabe tanto de eso, usted no es tan buena, usted todavía le falta llegar a B, C o D para que le crean, para que, o sea, es algo que ronda en mi cabeza, ¿sí? Yo les puedo decir, no, pues no me importa, pero sí es un trabajo interno, continuo, que se debe seguir haciendo. Y yo digo, ¿será que sí? O sea, todavía hoy alguien me dice, como, quiero trabajar contigo, ya desde otros ámbitos, y yo, ¿yo? ¿En serio? Entonces, como, también el reto es no perder la capacidad de asombro, que a veces uno no lo normaliza, entonces empieza a trabajar en piloto automático.",1,-6.5985255,5.6626873
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,54,"Todos, si se dan cuenta, son a nivel personal, ¿no? De la cabeza, uno como lo va moldeando, como sigue trabajando en eso, y uno de los retos. para cerrar a nivel de trabajo, me pasó en una de las empresas que mi equipo empezó, que empezamos a rozar con el equipo. No, no estaba funcionando. Hasta que unas, hoy, amigas, nos sentamos, me dijeron, pero es que, mira, si tú no haces tu parte, nosotros nos sobrecargamos. O sea, es un trabajo que todos tenemos que hacer. No estaba liderando, estaba siendo parte de un equipo. Y yo como así, o sea, en mi cabeza yo era top achiever, o sea, hacía todas las tareas, o sea, ¿qué? Y ellos, no, o sea, no lo está haciendo. Yo como que no. Y nos dimos cuenta que yo tenía un miedo irracional a cagarla. O sea, que yo me tirara",1,-6.462293,5.9107223
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,"mal el dedo y me tirara todo. Y dejaba de hacer ciertas cosas, o sea, textualmente, o sea, no hacía la tarea, el pedazo de la tarea que me tocaba hacer. Y yo, ¿qué? Y me acuerdo mucho de esa conversación, porque ellas más allá de juzgarme y decirme, usted, ¿qué? Fue sentarnos y decir, y les dije, sí, marica, estoy cagada, es que no sé cómo hacerlo. Y ser vulnerable y decir, no, es que no me las sé todas, ayúdeme. Y bueno, obvio, después de eso, hicimos un plan, trabajamos juntas, venga, yo le ayudo, comparto mi pantalla, lo hacemos juntos, no pasa nada. Y eso para decir que uno, esa es la mentalidad, no me las sé todas. Siempre hay algo nuevo que no lo sé hacer, que usted lo sabe hacer mejor. Entonces, ese reto constante de... Y es irracional de meter la pata, de no",1,-6.2451577,5.5708833
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,56,"hacer las cosas bien. Y ahora he cambiado el mindset de quedar bien a hacer el bien. Porque cuando uno quiere hacer el bien, la conversación es distinta. Yo quiero inspirar a alguien, quiero ayudar a alguien, quiero educar, quiero compartir. Yo quiero quedar bien. Entonces, si quiero quedar bien, me va a importar mucho qué me van a decir. Pero si yo estoy haciendo el bien, es una conversación distinta. Entonces, todos son problemas. de la cabeza que todavía demonios por ahí yo les digo pero que pues igual no siento haya parado tanto el camino pero si han sido parte de wow que locura lo que acabas de decir es increíble es buenísimo es buenísimo es la primera vez en mi vida que escucho eso y la diferencia entre querer quedar bien y hacer el bien está muy potente, de verdad. Sí, o sea, me paro en un",6,-4.487749,5.0965085
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,57,"escenario, quiero quedar bien, o sea, que digan, Juanpa es muy inteligente, Juanpa sabe, Juanpa lo hace muy bien, entonces yo me paro y no quiero romper que piensen que yo lo sé hacer bien. Si yo me paro y digo, bueno, hoy voy a ayudar a tantos, hoy voy a inspirar a tantos, pues no hay que así meter la pata en la mitad, es parte del camino, o sea, no es esta métrica, es la otra. Pero si al final el punto es ayudar y no quedar bien yo, ah, bueno, pues no importa. Si la cago en el proceso, digo, disculpen, es de esta otra forma y ya, y seguimos. Y no hay tanto lío. Aleja, ya vamos cerrando el episodio. Se me pasó, no sé si a ti te sucedió, pero se me pasó volando esta hora. Yo, ¿a qué horas? Sí. Y esta pregunta te",3,-6.5069833,5.506967
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,58,"la manda Natalia, y es... ¿Qué cosas nunca cambiarías de ti? Porque hacen parte de tu esencia. ¿Qué cosas nunca cambiarías sobre mí? La curiosidad. Y la curiosidad atada con la capacidad de asombro. Como siempre estoy buscando nuevas formas de aprender, de hacer las cosas, de encontrar una nueva forma. Pero como lo que me sigue pasando, digo, ¿en serio? Yo, wow, y lo celebro y tomo un espacio y digo, lo hice muy bien. Porque si no, hacemos, hacemos y hacemos. Cuando llegamos a la cima o al lugar que queremos llegar, bueno, sí, llegué, cinco minutos. ¿Y qué? ¿Sí? Entonces, ¿qué pasa si en cada escaloncito que voy subiendo voy celebrando? O sea, yo, cada cosa, ¿qué me pasa? Cada llamada, cada podcast, cada vaina. Me siento y hoy es almuerzo especial en la casa porque me pasó que Juanpa me llamó y está en Brasil e",7,-3.8700175,3.93169
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,59,"hicimos un podcast y nos llevamos una hora, dos horas, tres horas hablando. Entonces, como no pierdo esa capacidad de asombro en el camino y uno de los retos era si ha pasado, buscar encajar. Yo tengo que vestirme más profesional, irme en tacones, o sea, una vaina para parecer de esta otra forma. Y al contrario, entre más soy y parezco, o sea, me visto de colores, me gusta la NASA, soy quien soy, de la forma auténtica, y hablo y digo marica, y digo, ¿sí? Y no pretendo ser otra persona, ¡ush! Ahí está la magia. O sea, y al contrario, la gente me dice, es que es por ser tú, es que eres muy particular, o sea, como que, o sea, hablas de cosas técnicas, pero igual la presentación está llena de brillitos, y de colores, y de muñequitos, si estás hablando de una vaina, sí. No,",0,-2.0114443,3.6417162
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,60,"entre más estoy alineada con esa esencia, creo que es eso, uno encontrarla, porque tampoco es fácil, pero hacer las paces con que igual me pongo los blazers, listo, pero entonces es un blazer rosado que dice bichota. Entonces sí, los vamos profesionales y elegantes, pero no me voy a poner pues corbata o así como vestido largo, tacones, porque me duelen los pies, desde ahí. entonces eso, no cambiaría seguir siendo fiel a mi esencia y a quien soy porque además al final es súper cansado como es que dije que yo era la aleja que les vendí haría eso, no, pues soy quien soy y si meto la pata pues es parte de lo que hice ¿Te gustaría agregar un mensaje final antes de que terminemos el episodio? Bueno Sí, más allá de todo, ya se dieron cuenta de este camino loco. Hoy ya no estoy en una",6,-3.1374002,5.1722627
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,61,"startup, estoy emprendiendo. Es un tema que me pesa decirlo. Estoy emprendiendo, estoy dando conferencias, estoy compartiendo conocimiento, estoy cumpliéndole a esa niña de chiquita. Nos llevamos a la NASA algún día, si saben de la NASA. Ahí estamos. Prestenle mucha atención a ese niño, a esa niña. De chiquito, que le gustaba hacer, que pensaba, que soñaba. Cómo eso se transforma y cómo se ve en lo que hacen hoy. Es que no tengas miedo de romper el molde. Da miedo, da miedo. Yo no tenía ningún referente que me dijera, si usted no va a la universidad, la logra. Bueno, aquí hay uno, ojalá, alguno. No, por la universidad en sí misma y tampoco me malinterpreten. ¿Cómo busco formas distintas de llegar al lugar que quiero? Al inicio yo no sabía que en cinco años iba a terminar dando conferencias y talleres a empresas porque inicié estudiando desarrollo",0,-5.220708,3.2498176
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,62,"y creyendo que iba a ser programadora. Pero como a medida que voy avanzando en el camino tomo todo, todo, marketing, operaciones, podcast, ventas y lo voy guardando en una cajita de habilidades y hago un smoothie solo con eso que yo sé. Y que se vuelve mi ventaja competitiva a nivel de carrera, a nivel de empresas. Entonces, pónle muchas bolas a eso. Nunca dejen por ahí nada que puedan aprender sobre la mesa. Todo sirve en algún punto. Yo, ay, sí, una vez aprendí de plastilina cuando tenía 8 años. Hágale, hagámoslo con plastilina la próxima reunión de la empresa. No sé, cosas locas. Uno se imagina ahí. Y sobre todo... La frase estelar, nunca, nunca, nunca, nunca paren de aprender, de investigar, de chismosear, de hablar con más gente, de tocar puertas. Y pues para cualquier cosa que necesiten en estos temas, primero, gracias, Juanpa, por abrir",3,-6.705322,4.431557
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,63,"este espacio, por esta conversación tan emocionante. Y segundo, aquí ando, para el que nos escuche, que necesite seguir hablando, chismoseando, estamos ahí para ayudarles en lo que necesiten. ¿Cómo pueden encontrarte las personas en redes sociales? Aleja en AOE, en todas, la mayoría, o Aleja en Auspitia, ahí me encuentran en LinkedIn, en Instagram, pronto en YouTube. Eso. Ahí estamos. Bueno, Aleja, de nuevo, muchísimas gracias por el tiempo, por la buena conversación. Antes de terminar, voy a tirar un dato random. Hay cosas, justamente yo estaba teniendo esta conversación hoy después de almorzar. Y es sobre las cosas que aparentemente uno aprende y no tienen una utilidad en lo que uno hace, ¿cierto? Y uno pensaría que la gente que se dedica a tecnología, a startups, no les va a servir de absolutamente nada meterse un curso de salsa o merengue o lo que sea que les enseñe",6,-3.3399026,4.9405155
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,64,"a bailar. Hombre, eso ayuda muchísimo. Yo hice un curso, un solo curso de salsa. Y les digo una cosa, en todo evento, tech, congreso, lo que ustedes quieran, que se respete. hay fiesta, hay after. Así que ahí es donde se hace el verdadero networking. En el evento no. Las conversaciones profundas, los amigos de verdad, se hacen en el after del evento. Perfecto. Sí, y tengan pues obviamente listo su pitch, su conversación, qué le van a decir, cómo quieren hacer. Así nos conocimos Juanpa y yo. No crean pues que parece que fuera toda la vida, pero nos hemos visto una vez. y de resto nos chismoseamos por redes. Entonces, uno nunca sabe dónde encuentra su próximo aliado, amigo, jefe, patrocinador. Siempre sean curiosos y chismoseen. Chismoseen. Es que es más fácil decir chismoseen. Chismoseen. Todo lo que les guste. Y bueno, hasta acá llegó el episodio",6,-6.0073495,4.2199802
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,65,"de hoy. Muchísimas gracias a Aleja Henao por su tiempo, por la buena conversación. El episodio se terminó, pero la diversión todavía no acaba, porque Inminente Podcast tiene más de 100 episodios publicados. Así que en este momento te invito a que te vayas a la descripción del episodio y veas los episodios que te recomiendo, que tienen como unos aprendizajes y un feeling muy parecido a este. Además, en la descripción también vas a tener la lista de reproducción. oficial del capítulo con Aleja Henao, que lo hizo ella. Si te gustó el episodio, no olvides compartir, calificar en la plataforma en la que estés, sea Spotify, Apple Podcast, te da tu like y tu comentario si estás en YouTube. Y nada, nos vemos en un próximo episodio de Inminente Podcast.",4,-0.8568031,3.8010588
ep109,El amor es una distracción (Y quizás está bien),1,"﻿ Desde hace mucho tiempo yo me he debatido de una pregunta que digo, parce, ¿esto realmente es un proyecto viable o no? Y no me refiero al podcast, no me refiero a los TEDx, no me refiero a absolutamente nada de lo que hago en mi vida profesional. Me refiero a las relaciones de pareja. ¿Vale la pena teniendo 20 años conseguirse una novia o hay que esperar hasta los 30? Antes de grabar este episodio, yo tenía una postura muy rígida respecto al tema, pero después de una conversación muy larga donde ustedes van a poder escuchar las mejores partes, ahorita yo digo... Venga, no se ve tan mal. Así que, nada, el episodio está buenísimo. Invita a cuestionarse muchas cosas y a ver otras de forma distinta. Así que, bienvenidos a un nuevo episodio de Inminente Podcast. Claro, entonces estaba tratando de seguirte la idea. Mira un",5,-0.95472413,4.3364563
ep109,El amor es una distracción (Y quizás está bien),2,"condón. Estaban teniendo mucho amor acá. Ah, bueno. Estaba hablando yo, ¿no? Sí, me estabas dando una idea que estaba tratando de seguir porque dijiste que tenía yo que... Como que te estaba dando como la razón, pero no entendí. Porque tú hablaste de la situación en la que uno está en un trabajo de forma más estable. O sea, es que haz de cuenta que yo lo pienso así, ¿no? Uno está en ese momento de la vida. Digamos que nosotros que somos privilegiados... A ver, a ver, a ver. Espérate. Tú estás en un momento de la vida. En un momento de la vida muy privilegiado. ¿Por qué? De nuevo. Yo siento que estoy como en una burbuja. Porque realmente, o sea, decir que yo he experimentado el mundo real y que me hago dos cachetadas es una mentira. ¿Sí? Porque yo soy una bolita de algodón. Básicamente.",1,-4.7740493,6.1895294
ep109,El amor es una distracción (Y quizás está bien),3,"Tú eres un chocolate todavía. Entonces, no he tenido que pasar por situaciones como realmente difíciles, ¿cierto? Pues, si lo vemos con respecto a otras historias de Latinoamérica en especial, ¿cierto? Entonces, yo veo eso y yo digo, Mareca, tengo una oportunidad muy grande para que esa siga siendo mi realidad. este momento que se llama pregrado es como un limbo no un limbo es una preparación ¿cierto? para uno dedicarse de manera profesional a algo ya en el mundo real pero al mismo tiempo en mi caso personal es esa oportunidad que me da cinco años para hacer realidad lo que yo quiero puede ser cualquier cosa si lo que yo quiero en ese momento es que Inminente sea el podcast número uno de Colombia, puedo hacerlo mientras hago mi carrera. O si yo quiero tener el TEDx más grande del mundo, también puedo hacerlo. Sin riesgo alguno. Porque,",5,-1.7322558,4.365513
ep109,El amor es una distracción (Y quizás está bien),4,"obviamente, el evento, los proyectos, todo tiene un riesgo, pero si fallo, lo peor que puede pasar es nada. Aprender. Porque, o sea, no va a tener una implicación en mi bienestar, en donde duermo, en si voy a comer o no voy a comer. ¿Sí me explico? Sí, sí, sí. Como que no toca ese nivel de vida de supervivencia. Ok. Y tú estás diciendo entonces... Vamos por acá que hay mucho barro. Tú estás diciendo entonces que si decides no dedicarle tiempo al amor... Es más seguro que puedas tener una vida como la que estás planeando. Eso es lo que entiendo. Nada son certezas. O sea, es difícil predecir qué va a pasar en los próximos 5 o 10 años de mi vida. Yo solo tengo una cosa segura y es que voy a seguir experimentando. Y seguir aprendiendo muchas cosas. ¿Cómo veo yo una relación en",6,-4.7062035,5.8205957
ep109,El amor es una distracción (Y quizás está bien),5,"este momento? Sinceramente, en el largo plazo, o sea, largo hablando, yo qué sé, mediano más bien, 5 o 10 años, como una distracción. Igual, depende de la persona. Una distracción. Depende de la persona. Y aún así es una distracción frente a la cual tú ya has dedicado tiempo y ya has cedido. Lo que pasa es que estoy en Brasil, en un intercambio que... Que sé que se acaba el 28 de noviembre. Ajá. Pero... Y te lo decía, o sea, en Colombia yo siento que no consigo como... ¿Cómo le dijiste a eso? Pegue. No tienes pegue. No consigo eso porque como que no lo estoy buscando. O incluso puede que sí tenga, pero lo rechazo. Y no lo sé. ¿No te das cuenta? Ajá. Ok. O sea, tú ahorita estás diciendo que sí al amor porque esto se va a acabar. Claro, o sea, yo venía",3,-4.957296,5.1448236
ep109,El amor es una distracción (Y quizás está bien),6,"pensando en eso y yo siento que Brasil ha sido el experimento más violento que yo he hecho en toda mi vida. ¿Y por qué? Porque ha sido como un momento de un crecimiento exponencial y de aprendizaje en muchas áreas que en mis condiciones normales me hubiese tomado muchísimo más tiempo. A nivel de relaciones, de pareja, también de estar solo, cómo es vivir solo. Responsabilidades, o sea, cosas yo siento que básicas para un humano funcional. Claro, es que estás creciendo y crecer siempre duele. No sé si es tan violento o tiene que ser violento siempre, pero siempre duele, es verdad. Yo aproveché la oportunidad de estar acá para experimentar. Es que ese es el detalle, tienes que pensar que todo el tiempo estás tomando elecciones. Esta elección fue una, pero las circunstancias externas son las que estás permitiendo que... decidan sobre lo que tú vas a",6,-3.8463905,5.8251157
